Site_ID,Site_Name,Sample_Name,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,GPS_Accuracy,Manta_Time_Turned_On,Manta_Start_Time,Manta_End_Time,Manta_Time_Turned_Off,Manta_SN,BaroTROLL_Time_Turned_On,BaroTROLL_Start_Time,BaroTroll_End_Time,BaroTroll_Time_Turned_Off,BaroTroll_SN,YSI_SN,Notes
T05P,Little Naches at Nile,RC2_0144,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,13:25:00,13:55:00,46.728855,-120.713694,25,7:14:00,13:36,13:53,14:41,03214660L,6:00:00,13:30:00,13:53,21:00:00,801493,YSI_EcoSense_ODO200,Cold and rainy with a steady drizzle. River is relatively clear and swift; and perhaps higher than last week (likely due to rain). YSI deployed alone in deep pool (~5 ft deep); Manta deployed off end of pole on rocky sloped bank in 4-5 -foot deep pool. 
T06,American River,RC2_0143,Stephanie_Fulton; Lupita_Renteria,11/4/2021,PST,14:08:00,14:44:00,46.977691,-121.168395,14,7:14:00,14:16,14:38,14:41,03214660L,6:00:00,14:10:00,14:40,21:00:00,801493,YSI_EcoSense_ODO200,Overcast; rainy; and cool. River is rising due to rain; and has risen ~4-8 inches since last week. Rapids are more turbulent than they've been in months. Deployed YSI and Manta from end of pole about 7 ft from shore in 12-18 inches of water.
T02,Yakima at Mabton,RC2_0153,Lupita_Renteria; Sophia McKever,11/18/2021,PST,9:45:00,10:13:00,46.232163,-119.999911,13,8:01:00,9:50,10:05,14:33,03214660L,6:00:00,9:54:00,10:05,21:00:00,802179,15K100760,The water was super high and very turbid. Cloudy.
T07,Yakima at Kiona,RC2_0154,Lupita_Renteria; Sophia McKever,11/18/2021,PST,7:58:00,8:30:00,46.255347,-119.474151,12,8:01:00,8:12,8:20,14:33,03214660L,6:00:00,8:01:00,8:20,21:00:00,802179,15K100760,Water is super high and very turbid; and light sprinkling of rain
T03,Yakima at Union Gap,RC2_0152,Lupita_Renteria; Sophia McKever,11/18/2021,PST,11:02:00,11:29:00,46.530799,-120.470348,14,8:01:00,11:07,11:17,14:33,03214660L,6:00:00,11:10:00,11:17,21:00:00,802179,15K100760,Cloudy; water is high and turbid
T06,American River,RC2_0149,Lupita_Renteria; Sophia McKever,11/18/2021,PST,14:12:00,14:35:00,46.977736,-121.168291,12,8:01:00,14:20,14:32,14:33,03214660L,6:00:00,14:20:00,14:32,21:00:00,802179,15K100760,Very High Water; light snowfall very strong current
T42,Naches River Craig Road 2,RC2_0151,Lupita_Renteria; Sophia McKever,11/18/2021,PST,12:30:00,12:57:00,46.728816,-120.713634,15,8:01:00,12:35,12:51,14:33,03214660L,6:00:00,12:35:00,12:51,21:00:00,802179,15K100760,Super high water and water was turbid. Cloudy
T05P,Little Naches at Nile,RC2_0150,Lupita_Renteria; Sophia McKever,11/18/2021,PST,13:40:00,14:00:00,46.988922,-121.098281,14,8:01:00,13:44,13:58,14:33,03214660L,6:00:00,13:44:00,13:58,21:00:00,802179,15K100760,"Water is high and there is high turbidity. light snow
"
T07,Yakima at Kiona,RC2_0160,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,8:20:00,9:02:00,46.255247,-119.474206,64,7:19:00,8:35,8:57,14:29,03214660L,6:00:00,8:23:00,8:58,21:00:00,802179,YSI_EcoSense_ODO200,N/A
T02,Yakima at Mabton,RC2_0159,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,9:42:00,10:15:00,46.232064,-119.999963,56,7:19:00,9:48,10:08,14:29,03214660L,6:00:00,9:48:00,10:10,21:00:00,802179,YSI_EcoSense_ODO200,Salmon still floating in water near sampling area
T03,Yakima at Union Gap,RC2_0158,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,11:10:00,11:40:00,46.545201,-120.43826,12,7:19:00,11:16,11:33,14:29,03214660L,6:00:00,11:11:00,11:34,21:00:00,802179,YSI_EcoSense_ODO200,Couple of dogs ran into water near the sensors
T42,Naches River Craig Road 2,RC2_0157,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,12:17:00,12:43:00,46.728834,-120.71359,66,7:19:00,12:22,12:37,14:29,03214660L,6:00:00,12:17:00,12:37,21:00:00,802179,YSI_EcoSense_ODO200,N/A
T05P,Little Naches at Nile,RC2_0156,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,13:33:00,13:55:00,46.875814,-120.977213,12,7:19:00,13:36,13:54,14:29,03214660L,6:00:00,13:36:00,13:53,21:00:00,802179,YSI_EcoSense_ODO200,N/A
T06,American River,RC2_0155,Sophia_McKever; Josh_Torgeson,12/2/2021,PST,14:05:00,14:26:00,46.988906,-121.09812,70,7:19:00,14:10,14:26,14:29,03214660L,6:00:00,14:06:00,14:25,21:00:00,802179,YSI_EcoSense_ODO200,N/A
T42,Naches River Craig Road 2,RC2_0163,Stephanie_Fulton; Josh_Torgeson,12/13/2021,PST,12:45:00,13:25:00,46.530748,-120.470416,16,8:11:00,13.01,13:14,-9999,03214660L,7:00:00,12:58:00,13:13,21:00:00,801493,YSI_EcoSense_ODO200,34 degrees F and snowing; Placed all sensors on rocky channel bed. River is receding; clean and cold.
T03,Yakima at Union Gap,RC2_0164,Stephanie_Fulton; Josh_Torgeson,12/13/2021,PST,11:10:00,11:45:00,46.530748,-120.470416,16,8:11:00,11:14,11:38,-9999,03214660L,7:00:00,11:07:00,11:45,21:00:00,801493,YSI_EcoSense_ODO200,36 degrees F and raining lightly; River level has receded in 10 inches since 2 weeks ago. Deployed all sensors on boat ramp.
T02,Yakima at Mabton,RC2_0165,Stephanie_Fulton; Josh_Torgeson,12/13/2021,PST,9:19:00,10:14:00,46.232119,-119.999864,16,8:11:00,9:29,-9999,-9999,03214660L,7:00:00,9:24:00,10:09,21:00:00,801493,YSI_EcoSense_ODO200,37 F and overcast skies and very slight breeze. River is about 1ft lower than 2 weeks ago w/ silt deposits on river bed. Deployed sensors on silty bottom in 8in of water about 8-10 ft from shore. Forgot to record spectrolyzer values so had to restart.
T07,Yakima at Kiona,RC2_0166,Stephanie_Fulton; Josh_Torgeson,12/13/2021,PST,8:00:00,8:40:00,46.25533,-119.474107,16,8:11:00,8:16,8:30,-9999,03214660L,7:00:00,8:11:00,8:37,21:00:00,801493,YSI_EcoSense_ODO200,36 degrees F with low clouds. River has receded from previous high water levels. cold and relatively clear
T07,Yakima at Kiona,RC2_0167,Lupita_Renteria; Sophia_McKever,12/30/2021,PST,9:00:00,10:00:00,46.255308,-119.474185,13,9:12:00,9:13,9:32,11:52,03214660L,6:00:00,9:13:00,-9999,21:00:00,801493,YSI_EcoSense_ODO200,Snowy conditions. There is ice near the edge of the bank. Some snow might have gotten into the DIC samples.
T02,Yakima at Mabton,RC2_0177,Lupita_Renteria; Sophia_McKever,1/13/2022,PST,9:35:00,9:55:00,46.232069,-119.999908,16,8:38:00,9:38,9:52,14:44,03214660L,6:00:00,9:35:00,9:53,21:00:00,801493,YSI_EcoSense_ODO200,Raining During Sampling
T07,Yakima at Kiona,RC2_0178,Lupita_Renteria; Sophia_McKever,1/13/2022,PST,8:34:00,8:52:00,46.255298,-119.974053,12,8:38:00,8:39,8:50,14:44,03214660L,6:00:00,8:35:00,8:52,21:00:00,801493,YSI_EcoSense_ODO200,It is foggy and overcast. A lot of litter near the shore. Forgot to take pictures.
T07,Yakima at Kiona,RC2_0184,Lupita_Renteria; Josh_Torgeson,1/27/2022,PST,8:10:00,8:35:00,46.255306,-119.474017,15,8:20:00,8:20,8:36,14:37,03214660L,6:00:00,8:17:00,8:30,21:00:00,801493,YSI_EcoSense_ODO200,Overcast
T02,Yakima at Mabton,RC2_0183,Lupita_Renteria; Josh_Torgeson,1/27/2022,PST,9:17:00,9:45:00,46.232101,-119.999919,12,8:20:00,9:24,9:46,14:37,03214660L,6:00:00,9:20:00,9:40,21:00:00,801493,YSI_EcoSense_ODO200,Slight rain at time of sampling. 179_2 ICR is actually 183_2
T03,Yakima at Union Gap,RC2_0179,Lupita_Renteria; Josh_Torgeson,1/27/2022,PST,10:40:00,11:15:00,46.530816,-120.470424,15,8:20:00,10:54,11:09,14:37,03214660L,6:00:00,10:52:00,11:02,21:00:00,801493,YSI_EcoSense_ODO200,A lot of ice and snow near the bank.
T42,Naches River Craig Road 2,RC2_0187,Sophia_McKever; Josh_Torgeson,2/10/2022,PST,11:04:00,11:29:00,46.728781,-120.713537,37,11:10:00,11:11,11:30,15:42,03214660L,6:00:00,11:06:00,11:26,21:00:00,801493,YSI_EcoSense_ODO200,Forgot to take pictures
T03,Yakima at Union Gap,RC2_0188,Sophia_McKever; Josh_Torgeson,2/10/2022,PST,12:53:00,13:19:00,46.530837,-120.470418,91,11:10:00,13:01,13:20,15:42,03214660L,6:00:00,12:59:00,13:17,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T02,Yakima at Mabton,RC2_0189,Sophia_McKever; Josh_Torgeson,2/10/2022,PST,14:10:00,14:55:00,46.232111,-119.999956,61,11:10:00,14:15,14:37,15:42,03214660L,6:00:00,14:13:00,14:35,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T07,Yakima at Kiona,RC2_0190,Sophia_McKever; Josh_Torgeson,2/10/2022,PST,15:13:00,15:40:00,46.255305,-119.474097,27,11:10:00,15:18,15:40,15:42,03214660L,6:00:00,15:14:00,15:39,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T07,Yakima at Kiona,RC2_0191,Lupita_Renteria; Josh_Torgeson,3/1/2022,PST,9:15:00,9:40:00,46.255358,-119.474068,15,9:20:00,9:22,9:34,15:38,03214660L,6:00:00,9:22:00,9:34,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T02,Yakima at Mabton,RC2_0192,Lupita_Renteria; Josh_Torgeson,3/1/2022,PST,10:45:00,11:10:00,46.232104,-119.999993,15,9:20:00,10:52,11:05,15:38,03214660L,6:00:00,10:52:00,11:04,21:00:00,801493,YSI_EcoSense_ODO200,Very windy. The water was super turbid.
T42,Naches River Craig Road 2,RC2_0193,Lupita_Renteria; Josh_Torgeson,3/1/2022,PST,13:40:00,14:02:00,46.728725,-120.713555,15,9:20:00,13:46,13:57,15:38,03214660L,6:00:00,13:46:00,13:57,21:00:00,801493,YSI_EcoSense_ODO200,Water is very turbulent and turbid. It started to lightly rain during sampling.
T03,Yakima at Union Gap,RC2_0194,Lupita_Renteria; Josh_Torgeson,3/1/2022,PST,15:15:00,15:45:00,46.530795,-120.47039,15,9:20:00,15:22,15:35,15:38,03214660L,6:00:00,15:22:00,15:34,21:00:00,801493,YSI_EcoSense_ODO200,The water levee is high; turbulent and turbid. It was windy
T05P,Little Naches at Nile,RC2_0195,Lupita_Renteria; Sophia_McKever,3/10/2022,PST,11:00:00,11:25:00,46.988948,-121.098265,15,11:06:00,11:06,11:20,16:17,03214660L,6:00:00,11:06:00,11:20,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T42,Naches River Craig Road 2,RC2_0196,Lupita_Renteria; Sophia_McKever,3/10/2022,PST,12:20:00,12:40:00,46.728762,-120.713553,13,11:06:00,12:24,12:38,16:17,03214660L,6:00:00,12:24:00,12:38,21:00:00,801493,YSI_EcoSense_ODO200,"N/A
"
T03,Yakima at Union Gap,RC2_0197,Lupita_Renteria; Sophia_McKever,3/10/2022,PST,13:20:00,13:45:00,46.530857,-120.470321,16,11:06:00,13:24,13:40,16:17,03214660L,6:00:00,13:24:00,13:40,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T02,Yakima at Mabton,RC2_0198,Lupita_Renteria; Sophia_McKever,3/10/2022,PST,14:45:00,15:08:00,46.232153,-119.999882,14,11:06:00,14:49,15:04,16:17,03214660L,6:00:00,14:49:00,15:04,21:00:00,801493,YSI_EcoSense_ODO200,spectrolyzer not working
T07,Yakima at Kiona,RC2_0199,Lupita_Renteria; Sophia_McKever,3/10/2022,PST,15:50:00,16:15:00,46.255241,-119.474062,15,11:06:00,15:50,16:10,16:17,03214660L,6:00:00,15:50:00,16:10,21:00:00,801493,YSI_EcoSense_ODO200,"spectrolyzer not working
"
T06,American River,RC2_0200,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,9:15:00,9:45:00,46.9777867,-121.168362,26,9:25:00,9:21,9:43,15:29,03214660L,6:00:00,9:19:00,9:44,21:00:00,801493,YSI_EcoSense_ODO200,Used Josh's phone for GPS had it set to meters instead of feet (converted to feet in this form); made note of both times from watch +spectrolyzer screen. Used time from watch set to PST for entry.
T05P,Little Naches at Nile,RC2_0201,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,9:49:00,10:09:00,46.989628,-121.097594,18,9:25:00,9:50,10:03,15:29,03214660L,6:00:00,9:53:00,10:03,21:00:00,801493,YSI_EcoSense_ODO200,noted both times from watch and spectrolyzer; used time from watch set to PST for this entry.
T42,Naches River Craig Road 2,RC2_0202,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,10:50:00,11:11:00,46.728831,-120.713515,39,9:25:00,10:52,11:08,15:29,03214660L,6:00:00,10:51:00,11:09,21:00:00,801493,YSI_EcoSense_ODO200,Both times from watch and spec listed on metadata sheet; used time from watch for entry.
T03,Yakima at Union Gap,RC2_0203,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,12:35:00,13:03:00,46.530794,-120.470288,20,9:25:00,12:42,12:58,15:29,03214660L,6:00:00,12:35:00,12:59,21:00:00,801493,YSI_EcoSense_ODO200,Both times from watch and spectrolyzer listed on metadata sheet. Used time from watch for entry.
T02,Yakima at Mabton,RC2_0204,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,13:57:00,14:24:00,46.232115,-119.999976,26,9:25:00,14:08,14:24,15:29,03214660L,6:00:00,14:00:00,14:23,21:00:00,801493,YSI_EcoSense_ODO200,Noted both times from watch + spectrolyzer on metadata sheets; used time from watch for entry. Forgot to take photos/video.
T07,Yakima at Kiona,RC2_0205,Sophia_McKever; Josh_Torgeson,3/24/2022,PST,15:03:00,15:27:00,46.255358,-119.474073,26,9:25:00,15:12,15:29,15:29,03214660L,6:00:00,15:04:00,15:26,21:00:00,801493,YSI_EcoSense_ODO200,Noted both times from watch and spectrolyzer; used time from watch for entry.
T06,American River,RC2_0206,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,8:50:00,10:20:00,46.977632,-121.168409,24,8:58:00,9:00,9:16,16:13,03214655L,6:00:00,8:56:00,9:16,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T42,Naches River Craig Road 2,RC2_0207,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,9:30:00,10:50:00,46.989027,-121.098303,19,8:58:00,9:35,10:48,16:13,03214655L,6:00:00,9:35:00,10:49,21:00:00,801493,YSI_EcoSense_ODO200,N/A
T42,Naches River Craig Road 2,RC2_0208,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,10:41:00,11:15:00,46.728796,-120.713618,13,8:58:00,10:46,11:04,16:13,03214655L,6:00:00,10:43:00,11:16,21:00:00,801493,YSI_EcoSense_ODO200,This is the correct Naches; 0207 was incorrectly marked as Naches; 0207 is Little Naches
T03,Yakima at Union Gap,RC2_0209,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,13:00:00,13:35:00,46.530852,-120.470312,16,8:58:00,13:04,13:26,16:13,03214655L,6:00:00,13:01:00,13:28,21:00:00,801493,YSI_EcoSense_ODO200,Josh may have kicked up sediments while looking for autochamber.
T02,Yakima at Mabton,RC2_0210,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,14:35:00,15:10:00,46.232099,-120.000007,23,8:58:00,14:39,15:09,16:13,03214655L,6:00:00,14:37:00,15:10,21:00:00,801493,YSI_EcoSense_ODO200,Couple fishing next to us sampling; downstream
T07,Yakima at Kiona,RC2_0211,Sophia_McKever; Josh_Torgeson; Erica Bakker,4/7/2022,PST,15:50:00,16:15:00,46.255256,-119.47415,15,8:58:00,15:57,16:12,16:13,03214655L,6:00:00,15:52:00,16:15,21:00:00,801493,YSI_EcoSense_ODO200,N/A
